1995    6.5
2001    3.2
2006    7.2
2006    5.4
2008    6.5
2011    5.1
2009    48
2012    832
2013    145
2014    34
2014    54
2015    330
2016    98
2016    1000
2018    1300
2021    5500
2021    2700
2021    4400
2028    40000
