1989    0.017
1996    0.1
1999    0.2
2001    0.2
2003    0.2
2008    1.2
2010    0.0005
2014    0.007
2018    0.040
2020    0.0106
2020    0.0019
2022    0.100
2023    3.6
2025    0.7
2029    10
