1986    0.7
1986    0.9
1986    0.7
1990    0.234
1990    2.76
1991    2.0
1992    2.1
1994    1.0
1996    0.2
1996    0.5
1999    1.0
1999    2.0
1999    0.067
2001    1.0
2003    1.0
2004    1.0
2007    0.02
2008    4.6
2008    4.0
2008    0.475
2009    0.330
2012    0.020
2012    0.9
2012    0.6
2012    9.0
2013    0.840
2014    5.0
2017    0.9
2018    0.0334
2018    0.200
2023    23
2027    300
2033    1000
2040    10000
